Light_01.1	Heavy_01.1	Light_02.2	Heavy_02.2	Light_03.2	Heavy_03.2	Light_04.3	Heavy_04.3	Light_05.3	Heavy_05.3	Light_06.3	Light_07.3	Heavy_06.3
hel-1	0.000379809393413009	4.76468838079594e-05	0.000138936804234224	0.000172085466603171	0.000217767981653668	0.000172147470438713	0.000347509283583925	0.00025799064405023	5.34364496426156e-05	0.000376766797359021	0.000293110450173216	0.000321883541525457	1.69412568907731e-05
hgo-1	0.000215202013671112	0.000215202013671112	0.000194218106843174	0.000361911268440383	0.000212280003213597	0.000124301269396571	0.000123152774825099	0.000113244403981534	0.000217405150897236	8.90312348498228e-05	0.000435870053980996	0.000288320536913842	0.000357644562545841
him-4	5.07725879219205e-05	5.07725879219205e-05	0.000251249845407072	7.81787676592016e-06	0.000126091067815878	1.88782849397505e-06	1.86705587011116e-05	1.86705587011116e-05	1.86705587011116e-05	1.86705587011116e-05	1.86705587011116e-05	1.86705587011116e-05	0.000573734477831808
his-24	1.20512083383972e-05	0.000332891946643818	1.71462503025839e-06	0.000170807577279754	7.97159786081896e-05	7.8489011821167e-05	2.28572146634588e-05	0.000530054577097035	2.28572146634588e-05	2.28572146634588e-05	2.28572146634588e-05	2.28572146634588e-05	2.28572146634588e-05
hmg-1.1	4.57386611075658e-05	4.57386611075658e-05	3.74012001697091e-05	7.97236897037554e-05	0.000234332956010766	7.97636108549815e-05	4.19106455318465e-07	0.000694061914716281	4.19106455318465e-07	0.000587244173878812	4.19106455318465e-07	4.19106455318465e-07	4.19106455318465e-07
hmr-1	1.89273320138956e-06	1.76056028793474e-06	4.46502563689365e-07	4.46502563689365e-07	1.15642811466866e-05	4.46502563689365e-07	1.82604881160924e-06	1.82604881160924e-06	1.82604881160924e-06	1.82604881160924e-06	1.82604881160924e-06	1.82604881160924e-06	1.82604881160924e-06
hoe-1	1.49253756005965e-06	1.49253756005965e-06	0.000149253756005965	5.97015024023861e-06	5.97015024023861e-06	5.97015024023861e-06	1.49253756005965e-06	1.49253756005965e-06	1.49253756005965e-06	1.49253756005965e-06	1.49253756005965e-06	1.49253756005965e-06	1.49253756005965e-06
hpd-1	0.000438477336029819	0.000432912269022615	0.001471521583448	2.7983830935087e-05	0.00141490079759294	4.96055385032239e-06	0.00203080616674342	4.24361903582473e-05	0.00168214864190773	4.24361903582473e-05	0.00121112973247194	0.00200484884488174	4.24361903582473e-05
hrp-2	0.000117635867469473	0.000117635867469473	0.000105995292226229	0.000282542715380871	2.85236343757108e-07	0.000282700328564914	1.51778747844622e-05	0.000853323564558207	1.51778747844622e-05	0.000741524655530597	1.51778747844622e-05	1.51778747844622e-05	1.51778747844622e-05
hars-1	0.000357192326749926	2.47731936431806e-05	9.51214599753939e-05	0.000116047896961151	0.00011841027824151	0.000267203992521803	0.000316367258698442	0.000132535012103605	0.000106213201403287	0.000225339304633883	0.000183569898662627	0.000237696345281193	1.90059433584281e-10
hsp-1	0.0019211508795455	0.00207243875123027	0.00282179040912318	0.00143358427697471	0.00291234140577111	0.00113977935649313	0.00272833676589988	0.00106426424273081	0.00267112558426973	0.00105397711042818	0.00305633272042119	0.00261293259928887	0.00139405000643419
hsp-3	0.000833584575082468	0.000670343966951525	0.000360225806819114	0.0013398446106952	0.000300366697291495	0.00134037549099175	0.000487689183381971	0.00108036625449538	0.000280491095020497	0.00174131608150955	0.000434876261274246	0.000688647554068885	0.000969991790363467
hsp-4	0.000449169376080807	0.000121016869343283	3.17657594497719e-05	0.000672120153887134	4.75553955710845e-05	0.00067243397954759	1.44854910100516e-05	0.00109152105832831	1.44854910100516e-05	0.00145574874691962	1.44854910100516e-05	1.44854910100516e-05	0.000689795903592076
hsp-6	4.11007200629919e-05	4.11007200629919e-05	7.85918001029044e-05	3.21350854772961e-05	1.5261460375036e-05	5.18884256218792e-05	4.87309588283877e-05	2.58750290248919e-05	4.92625411129369e-05	5.3143476543661e-05	0.000222282885274084	3.32077285748349e-05	4.71354768243263e-06
hsp-25	0.00022771076750244	6.57637846693078e-06	0.000183665716607484	8.15322813257503e-07	0.000177019264736443	8.15322813257503e-07	1.2022844289297e-05	1.2022844289297e-05	1.2022844289297e-05	1.2022844289297e-05	1.2022844289297e-05	0.000530628161466164	1.2022844289297e-05
hsp-43	4.06542458100035e-05	1.01635614525009e-05	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06	2.54089036312522e-06
hsp-60	0.00146262546212436	0.00146262546212436	0.00091735322658158	0.0021626878761807	0.000918178940959665	0.00210526173901652	0.00134735196898187	0.000782036554658538	0.00193692138252185	0.00164070436649105	0.000752131331701179	0.00177454466954218	0.00239829215140497
hum-1	9.34310730549706e-05	0.000133098592503366	0.000104666888964	0.000172057094330103	8.26392899839689e-05	9.93464700170921e-05	2.25468446588762e-05	0.000298967049672552	2.25468446588762e-05	0.000339572327790962	2.25468446588762e-05	0.000118369510615265	0.000178672867029245
hum-2	7.51370661539782e-05	8.61762705564279e-06	8.21563107412758e-06	8.21563107412758e-06	8.21563107412758e-06	8.21563107412758e-06	4.80072885789429e-09	4.80072885789429e-09	4.80072885789429e-09	4.80072885789429e-09	0.000386056548259529	4.80072885789429e-09	4.80072885789429e-09
hum-4	6.33355298066468e-05	0.0017496295192458	1.68589987120359e-05	0.000925077454022282	1.68589987120359e-05	0.000847589670442524	1.48409175874917e-05	0.00134596133645263	1.48409175874917e-05	0.00133541218439482	1.48409175874917e-05	1.48409175874917e-05	0.000894341044478769
hum-5	0.000120820684732057	0.000428656535829973	0.000137361819672794	0.000360818761115101	0.000203987647289761	0.000338336908429649	1.6758481720226e-05	0.00106745046336874	1.6758481720226e-05	0.000825673432106526	1.6758481720226e-05	0.000171918064600153	0.000582558816416651
hum-6	2.36917008336109e-06	1.6353450657439e-05	1.56841700113835e-06	1.56841700113835e-06	1.56841700113835e-06	1.56841700113835e-06	8.2280799737154e-08	8.2280799737154e-08	8.2280799737154e-08	8.2280799737154e-08	4.96387059819219e-05	8.2280799737154e-08	8.2280799737154e-08
hum-8	3.89608018798729e-06	3.60827784865894e-06	3.75079880922073e-06	3.75079880922073e-06	3.75079880922073e-06	3.75079880922073e-06	1.55736966476537e-06	1.55736966476537e-06	1.55736966476537e-06	3.68352896877088e-05	1.55736966476537e-06	1.55736966476537e-06	1.55736966476537e-06
hyl-2	2.64559585191572e-06	2.64559585191572e-06	1.05823834076629e-05	6.69094683478696e-05	1.05823834076629e-05	2.33521804980408e-05	2.64559585191572e-06	2.64559585191572e-06	2.64559585191572e-06	2.64559585191572e-06	2.64559585191572e-06	2.64559585191572e-06	2.64559585191572e-06
icd-1	7.97064663768752e-05	7.97064663768752e-05	0.000134578024660417	0.000125458516776163	4.21732709241489e-05	4.11611117524964e-05	1.43288199500616e-05	0.000287269769211949	0.000218413986247175	0.000540247603808333	1.43288199500616e-05	0.000356449328120474	1.43288199500616e-05
ida-1	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-05	8.17295665221713e-07	8.17295665221713e-07	8.17295665221713e-07	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-07	2.04323916305428e-07
ifb-1	8.51415387678631e-06	8.51415387678631e-06	2.38666327650929e-05	4.25174847786517e-08	0.000154153762686552	3.40566155071453e-05	8.51415387678632e-06	8.51415387678632e-06	8.51415387678632e-06	8.51415387678632e-06	8.51415387678632e-06	8.51415387678632e-06	8.51415387678632e-06
ifc-2	7.76383068140992e-05	7.66927244235244e-06	6.33088104307321e-08	3.96023692055856e-05	6.33088104307321e-08	3.96146085761549e-05	9.12618451798389e-06	9.12618451798389e-06	9.12618451798389e-06	9.12618451798389e-06	9.12618451798389e-06	9.12618451798389e-06	9.12618451798389e-06
ife-1	0.00021579280880309	4.36403718089154e-06	3.64662697200858e-05	0.000251642082043341	3.43641841029197e-05	3.35678057861737e-05	4.79456389102859e-06	0.000223993642645818	4.79456389102859e-06	0.000355133003596139	4.79456389102859e-06	0.000261023384575824	4.79456389102859e-06
ife-2	0.000173805968685026	1.06681202628215e-06	3.01590169642371e-05	2.76052861500055e-05	2.83172917639595e-05	0.000152908926460593	1.17252880297224e-05	0.000247890139924742	1.17252880297224e-05	1.17252880297224e-05	1.17252880297224e-05	0.000285333636344618	1.17252880297224e-05
ife-3	3.58765632823018e-06	3.58765632823018e-06	9.25714175676783e-05	1.43506253129207e-05	3.05973101732378e-05	1.43506253129207e-05	3.58765632823018e-06	3.58765632823018e-06	3.58765632823018e-06	3.58765632823018e-06	3.58765632823018e-06	3.58765632823018e-06	3.58765632823018e-06
iff-1	0.00109347339021713	0.000109913293798603	0.000753747606550457	0.000472396770206831	0.000261625335501761	0.00047259870229213	0.000779463603651322	0.00149818378820172	0.00078616750948684	0.00126758335431839	9.13732336560956e-07	0.000579631540534828	9.13732336560956e-07
iff-2	9.33380942316294e-05	0.000235805748470914	0.000170516998469048	0.000266712843380605	0.000163113038875741	6.19861990452863e-05	7.19691871063727e-05	0.000535685667571642	7.19691871063727e-05	0.0004839010238998	7.19691871063727e-05	7.19691871063727e-05	7.19691871063727e-05
ifg-1	8.52379946913414e-07	8.52379946913414e-07	7.88081466827917e-06	3.40951978765366e-06	3.40951978765366e-06	2.09642659923502e-05	8.52379946913415e-07	8.52379946913415e-07	8.52379946913415e-07	8.52379946913415e-07	8.52379946913415e-07	8.52379946913415e-07	8.52379946913415e-07
ile-1	0.000206229936411181	0.000591387745718763	0.000335230416064913	0.00042366377784681	0.000345635324041234	0.000395003032042649	0.000222335950050694	0.000533109025432898	1.87945042331035e-05	0.00124315428082048	1.87945042331035e-05	0.000717822559320203	0.000710536408225999
ile-2	3.70280426925262e-05	3.70280426925262e-05	3.04512381872896e-05	4.88778464744674e-05	7.75273273679963e-05	9.1553144228831e-06	2.04804495669021e-05	2.04804495669021e-05	2.04804495669021e-05	2.04804495669021e-05	2.04804495669021e-05	0.000238463761504147	2.04804495669021e-05
ima-1	2.99404638919187e-06	2.99404638919187e-06	5.02579581969565e-05	4.80297053023947e-06	4.80297053023947e-06	1.77677132560648e-05	2.12739347122044e-07	2.12739347122044e-07	2.12739347122044e-07	2.12739347122044e-07	2.12739347122044e-07	8.73271282219219e-05	2.12739347122044e-07
ima-2	7.7528420015829e-05	6.02659273779623e-06	3.36285304883314e-05	5.18606334633322e-07	6.95805609009117e-05	5.18606334633322e-07	1.00809757452845e-05	1.00809757452845e-05	1.00809757452845e-05	1.00809757452845e-05	1.00809757452845e-05	1.00809757452845e-05	1.00809757452845e-05
ima-3	9.89443723015552e-05	3.43919526577722e-06	7.92671916019423e-05	1.51655977601376e-05	0.000179001857286606	6.62291560400967e-06	0.000122453351354159	5.16955032200551e-07	0.000123405306590042	5.16955032200551e-07	5.16955032200551e-07	0.000264221998046942	5.16955032200551e-07
imb-1	4.99200435276798e-06	4.99200435276798e-06	3.10102653689094e-05	1.85057244422798e-07	6.28674353895794e-06	1.85683978181026e-07	4.99200435276799e-06	4.99200435276799e-06	4.99200435276799e-06	4.99200435276799e-06	4.99200435276799e-06	4.99200435276799e-06	4.99200435276799e-06
imb-3	0.000263072320321841	0.000145808469278826	0.000486023209124975	5.93823614069779e-05	0.000465374111542728	2.77179457329965e-05	0.000412060940453286	0.000134359116836311	0.000367283603604845	0.000112496114799704	0.000150102042436472	0.000305015512781909	5.85712360370075e-05
xpo-1	4.55243489461726e-05	4.55243489461726e-05	4.09239796567472e-05	0.000164533260575976	0.000333747621319896	0.00011034041059685	1.41160332013025e-05	0.000609469098735604	1.41160332013025e-05	1.41160332013025e-05	1.41160332013025e-05	1.41160332013025e-05	1.41160332013025e-05
xpo-2	6.31979275675e-06	6.31979275675e-06	0.000103752732767063	2.5279171027e-05	9.85145548121577e-05	2.5279171027e-05	6.31979275675e-06	6.31979275675e-06	6.31979275675e-06	6.31979275675e-06	6.31979275675e-06	6.31979275675e-06	6.31979275675e-06
inf-1	0.000874855847518255	0.000220513014716997	0.000725318196024897	0.000383843607445456	0.000826493398480728	0.000184493221720244	0.000561433354857876	0.00033417169268668	0.000818888065971996	0.000341597335595711	0.000807307865122385	0.000687508983786898	0.00013899638759894
ins-8	1.45573480116166e-06	1.45573480116166e-06	5.82293920464665e-06	5.82293920464665e-06	0.000145573480116166	5.82293920464665e-06	1.45573480116166e-06	1.45573480116166e-06	1.45573480116166e-06	1.45573480116166e-06	1.45573480116166e-06	1.45573480116166e-06	1.45573480116166e-06
inx-3	1.05784471485749e-06	1.05784471485749e-06	5.77982682988477e-07	4.08937010941279e-05	5.77982682988477e-07	5.77982682988477e-07	7.19656053866557e-08	7.76019135866746e-05	7.19656053866557e-08	7.19656053866557e-08	7.19656053866557e-08	7.19656053866557e-08	7.19656053866557e-08
inx-8	2.29135997321746e-06	2.29135997321746e-06	9.16543989286986e-06	5.74974942401497e-05	2.04944604958114e-05	9.16543989286986e-06	2.29135997321747e-06	2.29135997321747e-06	2.29135997321747e-06	2.29135997321747e-06	2.29135997321747e-06	2.29135997321747e-06	2.29135997321747e-06
inx-12	3.65977521766943e-07	3.65977521766943e-07	1.46391008706777e-06	3.65977521766944e-05	1.46391008706777e-06	1.46391008706777e-06	3.65977521766944e-07	3.65977521766944e-07	3.65977521766944e-07	3.65977521766944e-07	3.65977521766944e-07	3.65977521766944e-07	3.65977521766944e-07
inx-13	3.87956370198637e-07	3.87956370198637e-07	1.55182548079455e-06	1.55182548079455e-06	1.55182548079455e-06	3.87956370198637e-05	3.87956370198637e-07	3.87956370198637e-07	3.87956370198637e-07	3.87956370198637e-07	3.87956370198637e-07	3.87956370198637e-07	3.87956370198637e-07
iars-1	4.05075949415461e-05	4.05075949415461e-05	5.80476195206571e-06	0.000299753642003997	6.17743590181751e-06	0.000170030859576311	2.42105608453475e-07	0.000320694671749452	2.42105608453475e-07	0.000247165564210749	2.42105608453475e-07	2.42105608453475e-07	8.0179217517179e-05
isp-1	3.52044711946557e-05	3.52044711946557e-05	3.77839459719909e-05	0.000354116623992347	3.77839459719909e-05	0.000296152609621432	4.55946933866054e-08	0.000384503589541695	4.55946933866054e-08	0.000435011960155635	4.55946933866054e-08	4.55946933866054e-08	4.55946933866054e-08
itr-1	2.06557420303802e-07	2.06557420303802e-07	8.26229681215207e-07	3.30418227384961e-06	8.26229681215207e-07	3.30565525793467e-06	2.06557420303802e-07	2.06557420303802e-07	2.06557420303802e-07	2.06557420303802e-07	2.06557420303802e-07	2.06557420303802e-07	2.06557420303802e-07
itx-1	4.11124610818028e-07	4.11124610818028e-07	1.64449844327211e-06	6.57652796694636e-06	1.64449844327211e-06	6.57945974256508e-06	4.11124610818028e-07	4.11124610818028e-07	4.11124610818028e-07	4.11124610818028e-07	4.11124610818028e-07	4.11124610818028e-07	4.11124610818028e-07
kat-1	1.56125734733324e-05	1.56125734733324e-05	0.000106856030795329	4.02092752270539e-07	4.53617923531629e-05	4.00724353247392e-07	1.56125734733324e-05	1.56125734733324e-05	1.56125734733324e-05	1.56125734733324e-05	1.56125734733324e-05	1.56125734733324e-05	1.56125734733324e-05
kin-1	1.52519750936417e-06	1.52519750936417e-06	2.50393352593778e-05	6.10079003745668e-06	2.37751710252113e-05	6.10079003745668e-06	1.52519750936417e-06	1.52519750936417e-06	1.52519750936417e-06	1.52519750936417e-06	1.52519750936417e-06	1.52519750936417e-06	1.52519750936417e-06
kin-2	0.000349833153171054	0.000336295208786726	0.000487531745563516	0.000139213982373944	0.000694343803384442	0.000191959325214853	0.000863427793304234	6.63620552664889e-05	6.63620552664889e-05	0.000433565650545723	6.63620552664889e-05	0.00101855507435617	0.0005330358438677
kin-3	2.38624152138448e-05	0.000207804358506886	7.40672070419621e-05	6.69669011924769e-05	4.18100860019215e-05	0.000235470333276895	1.77484260445499e-05	0.000326847911834562	1.77484260445499e-05	0.000175576340443597	1.77484260445499e-05	0.000375203590234401	1.77484260445499e-05
kin-9	3.28766180806469e-06	2.85956726726272e-05	1.28188461232951e-05	1.28188461232951e-05	1.28188461232951e-05	1.28188461232951e-05	1.28188461232952e-05	1.28188461232952e-05	1.28188461232952e-05	1.28188461232952e-05	1.28188461232952e-05	1.28188461232952e-05	1.28188461232952e-05
kin-10	1.36058816742135e-05	1.36058816742135e-05	3.89925340125311e-05	3.61179062439867e-05	3.69211161056051e-05	1.2788004740473e-05	1.26749680408442e-08	1.26749680408442e-08	0.000233661777478697	0.000123148345230287	1.26749680408442e-08	1.26749680408442e-08	1.26749680408442e-08
kin-18	8.34494195367691e-05	0.000146535853220916	3.35722519783347e-05	0.000226150057536882	0.000157295156104509	8.29256095347851e-05	1.76895324174072e-05	0.000305564148824459	1.76895324174072e-05	0.000270331939298825	1.76895324174072e-05	0.00011438844268655	0.000292609362889604
kin-19	3.39867251067743e-06	0.000459175628046928	5.38567229120286e-05	0.000291405319032643	0.000123821425654874	0.000121155050687662	2.40893788048209e-05	0.000752665524830916	2.40893788048209e-05	0.000868866869228932	2.40893788048209e-05	2.40893788048209e-05	2.40893788048209e-05
kin-20	1.65973447239037e-06	1.65973447239037e-06	6.12455772112849e-05	7.93719475336264e-07	7.93719475336264e-07	7.93719475336264e-07	1.57924749808911e-07	1.57924749808911e-07	1.57924749808911e-07	1.57924749808911e-07	1.57924749808911e-07	0.000130017749508495	1.57924749808911e-07
sid-3	1.44043283757157e-05	2.01993825532811e-06	1.40903801829416e-06	1.40903801829416e-06	1.40903801829416e-06	1.40903801829416e-06	4.76639184422987e-05	5.48572500167983e-08	5.48572500167983e-08	5.48572500167983e-08	5.48572500167983e-08	5.48572500167983e-08	5.48572500167983e-08
klc-2	1.7955310241361e-05	1.7955310241361e-05	2.42073592335688e-05	2.16469847608132e-05	2.23578146057149e-05	7.0137477337069e-06	4.15975316842996e-06	0.000100904306211443	4.15975316842996e-06	8.87127518084142e-05	4.15975316842996e-06	4.15975316842996e-06	4.15975316842996e-06
klp-6	2.6676520474427e-06	0.000104830650161219	3.5610954855898e-08	8.90828371410009e-05	3.5610954855898e-08	6.64196500322438e-05	3.31969673477185e-06	6.28662038010485e-05	3.31969673477185e-06	0.000171087014914641	3.31969673477185e-06	3.31969673477185e-06	3.31969673477185e-06
klp-7	7.29512437458884e-06	6.76140395595093e-06	7.02573010937074e-06	7.02573010937074e-06	7.02573010937074e-06	7.02573010937074e-06	2.6835073544747e-06	7.6132903460658e-05	2.6835073544747e-06	2.6835073544747e-06	2.6835073544747e-06	2.6835073544747e-06	2.6835073544747e-06
kars-1	5.78873987253269e-05	5.78873987253269e-05	6.18337207516207e-05	8.11931876243434e-05	3.59298885106513e-05	5.72320193840623e-05	4.75933234997545e-05	6.54619404777679e-05	4.81564749266068e-05	0.00021470777880975	8.46507298238625e-06	3.12847221431905e-05	0.000195798439563026
laf-1	2.36572880344099e-07	0.000127341098303814	3.20921981664237e-05	2.99676863327075e-05	1.04315756026335e-05	5.22332854989082e-05	7.87190151062974e-06	9.59855634130891e-05	7.87190151062974e-06	0.000195102125580701	7.87190151062974e-06	7.87190151062974e-06	7.87190151062974e-06
lam-1	0.000107014715598621	0.000107014715598621	8.38478010474229e-05	0.000420716674888668	1.06453291883944e-05	7.13725079992031e-05	0.000107014715598621	0.000107014715598621	0.000107014715598621	0.000107014715598621	0.000107014715598621	0.000107014715598621	0.000107014715598621
lap-1	0.000750571005844124	0.000246080164972579	0.000447877251335988	0.000506916822429156	0.000455814836739164	0.000446867569687149	0.000860176181964268	0.000121189055958363	0.00105923114747215	0.00025939478958318	0.000339135102672424	0.000956472830518394	0.000155271322314454
lap-2	0.0013451916617524	0.0011045598530139	0.00101284197678155	0.00161244688884069	0.000935997082995995	0.0013874891237393	0.0015836802693303	0.000771474870646967	0.00144676922436454	0.00108465779777414	0.00157327310544869	0.00106041735030198	0.00115064586168117
lbp-1	2.35997005065957e-05	2.35997005065957e-05	0.000428389526138277	3.53056958277045e-05	0.000112740978655768	3.53056958277045e-05	1.17485510313586e-06	1.17485510313586e-06	0.000756372219381216	1.17485510313586e-06	1.17485510313586e-06	1.17485510313586e-06	1.17485510313586e-06
lbp-2	0.000121739267921778	0.000121739267921778	0.000700141352128059	5.30807156577119e-05	0.000378148950725262	8.2041572064792e-05	0.000272632970688458	3.90406872668026e-06	0.000910725492413886	3.90406872668026e-06	0.000502737003072149	0.000197426412734735	3.90406872668026e-06
lbp-3	0.000863702679331492	1.18477756433685e-05	0.000464193064048517	0.000122105852461244	0.000224978940030803	0.000326422547516828	5.95249987946906e-06	0.000572212469210958	5.95249987946906e-06	0.000712371677432378	5.95249987946906e-06	0.00097335888514745	0.000664546380445625
lbp-4	0.000124980318372838	1.64592647621479e-05	2.45790948852758e-07	2.45790948852758e-07	0.00016275626070593	2.45790948852758e-07	1.26823509973499e-05	1.26823509973499e-05	1.26823509973499e-05	1.26823509973499e-05	1.26823509973499e-05	1.26823509973499e-05	1.26823509973499e-05
lbp-5	8.11165860523304e-05	7.70860312329301e-05	0.00040579834473697	4.69636982482231e-06	0.0003905549978623	4.69636982482231e-06	7.90884706682589e-05	7.90884706682589e-05	7.90884706682589e-05	7.90884706682589e-05	7.90884706682589e-05	7.90884706682589e-05	7.90884706682589e-05
lbp-6	0.00197848439276025	0.00322607934732199	0.00345703490593504	0.00220795014250713	0.00316935863239099	0.00163822917957592	0.00150183107231899	0.00215370667502751	0.00310425579411552	0.00223943850017	0.00474269519025185	0.0031835130063358	0.00167982582222814
ldh-1	0.000809462617811557	0.000121809453522608	0.000995199263666687	7.48091059796983e-05	0.00106815626752262	3.71723399340285e-05	0.0015025464891023	3.32692583050613e-05	0.00137224245955549	1.31691591125577e-05	0.00153003800479035	0.000972943504902779	3.32692583050613e-05
lea-1	0.00158595167473402	0.000575994185763855	0.000909692118006563	0.000916882668616542	0.00110038998337392	0.00115834552013494	0.001779359801834	0.00113380811281815	0.000955433998140781	0.00115117530838161	0.000448168786495317	0.00171515031767717	0.00040423678080407
lec-1	0.00448853746258177	0.00487506884608584	0.00567940285660891	0.00324285182112012	0.0061793428441002	0.00393377713372195	0.00383360229647588	0.00336165784303155	0.00602917307360454	0.00372403170858113	0.00563801098031178	0.00604762119030119	0.00454845181957187
lec-2	0.00139305569636315	0.000659581582453541	0.00150831767979076	0.000592438960234728	0.00162963978328485	0.000504722574590369	0.00164421979542373	8.26169743304329e-05	0.00165482238926211	0.000879621182263657	0.00124940463371122	0.00151823946061035	0.000688177675330091
lec-3	0.00505405525516098	0.000255915445083462	0.00355813325274085	0.000495514433650066	0.00490067593753591	0.000495659034346686	0.0050589292889585	0.00011146976669096	0.00362607034401039	0.00130466986084912	0.00011146976669096	0.00397710573803617	0.00282693775102064
lec-4	0.0018281076480908	0.000366139333740275	0.00164518738609685	0.000387360473684792	0.00206545752969998	0.000327342045794029	0.00235727636795727	1.9855815293736e-05	0.0019412936430252	0.000617149401760417	0.00245340033292497	0.00165818522574012	1.9855815293736e-05
lec-5	0.000832473251487611	0.000546426428783924	0.00153793510755131	0.000202637209460412	0.00135185954871328	0.000202707222524538	0.00131978346408184	1.14614485928628e-05	0.00247870826861226	3.95833970574417e-05	0.00268945604506477	0.0020523913119883	1.14614485928628e-05
lec-6	0.00164849085621042	0.000855139687914574	0.00187886944386772	0.000900252616687681	0.00151479698900487	0.000751759637447073	0.00119663258118989	0.000835808889657123	0.00120452671741803	0.00175552056362422	0.00107303639289024	0.00166436852546412	0.000948237888086558
lec-8	0.000942177076855412	0.000679638041382814	0.000958893104965207	0.000679534240534939	0.000925608287186508	0.000679741633960452	0.00107529584829729	0.00076506581881568	0.00058104360257633	0.00049615739313806	0.00113303726084256	0.000761086753574169	0.000936195801106575
lec-9	0.000822230529250892	0.00372187438543313	0.00203476210195405	0.00160095206386487	0.00214805047228557	0.00229404179131247	0.00108074844618669	0.00249123167552152	0.00176296147866618	0.00206814119318008	0.00328454625889638	0.00200558542212236	0.00172556280132274
lec-10	9.71730799107822e-08	0.000665053615430989	0.000286601426290767	7.62798254875681e-05	7.75667573828131e-05	0.000271705008362755	0.000364417367259523	0.000447206288532573	4.66726340892424e-06	0.000386581988875642	4.66726340892424e-06	4.66726340892424e-06	0.000519354993373426
lec-11	0.000125277306230015	0.000882342444011723	3.65320686898648e-05	0.000516142355572259	0.0003901933125881	0.00110740623522627	1.31513088812583e-05	0.000957097465121412	1.31513088812583e-05	0.00111638810915914	1.31513088812583e-05	0.000715620106077127	0.00169410948539101
lem-2	2.56831822496189e-06	4.2046188677084e-05	7.0267248583644e-07	3.27123871433977e-05	7.0267248583644e-07	3.27235332941658e-05	5.95776316231186e-06	5.95776316231186e-06	5.95776316231186e-06	5.95776316231186e-06	5.95776316231186e-06	5.95776316231186e-06	5.95776316231186e-06
let-2	5.12230795441283e-07	5.12230795441283e-07	1.32169657619381e-05	2.04892318176513e-06	4.36855793713463e-06	2.04892318176513e-06	5.12230795441283e-07	5.12230795441283e-07	5.12230795441283e-07	5.12230795441283e-07	5.12230795441283e-07	5.12230795441283e-07	5.12230795441283e-07
let-60	0.00129778725576317	7.70642688295977e-05	0.000290501364907323	0.000700295225105544	0.000385429039349314	0.000700520147327805	0.000575204483057537	0.000926848526702985	4.47557491390044e-05	0.00081713754743294	4.47557491390044e-05	0.00106642949683608	0.000770763892746699
let-70	3.92634686576092e-05	3.92634686576092e-05	4.18171990968349e-05	3.80769653934776e-05	3.91187890209712e-05	3.8099144933427e-05	1.17261511959297e-07	0.000225038141363625	1.17261511959297e-07	0.000190460816422272	1.17261511959297e-07	0.000269948556540111	1.17261511959297e-07
let-92	0.000101194390362339	9.82348003943879e-05	0.000175076509341225	4.71080332351641e-05	0.000168528440987419	4.71248054101334e-05	2.52297362465265e-06	2.52297362465265e-06	0.000218967322901255	0.000125537295337354	0.000683248428848053	0.00016879317741716	2.52297362465265e-06
let-363	1.58634358238517e-07	1.58634358238517e-07	6.59353326256602e-06	1.05544948537022e-07	1.05544948537022e-07	1.05544948537022e-07	5.38939061582635e-09	5.38939061582635e-09	5.38939061582635e-09	1.04232112291846e-05	5.38939061582635e-09	5.38939061582635e-09	5.38939061582635e-09
let-502	7.45018290306446e-06	0.00010410799114451	6.48377183645077e-07	6.75829438137967e-05	2.61769147935742e-05	6.48377183645077e-07	3.70286737300461e-06	9.22741004353677e-05	3.70286737300461e-06	4.80394019428252e-05	3.70286737300461e-06	3.70286737300461e-06	3.70286737300461e-06
let-711	1.69565574594767e-05	1.69565574594767e-05	1.95089152839908e-05	0.000192566346952859	1.95089152839908e-05	0.00013060576998009	8.94343123764555e-08	0.000141692056584881	8.94343123764555e-08	0.000237964954721262	8.94343123764555e-08	8.94343123764555e-08	8.94343123764555e-08
let-721	9.11186637947636e-06	9.11186637947636e-06	1.03231157841325e-05	5.15773931353785e-05	8.00906696938031e-06	2.78313023510529e-05	3.77811650236588e-08	6.0967661472876e-05	3.77811650236588e-08	0.000152523974732467	3.77811650236588e-08	3.77811650236588e-08	3.77811650236588e-08
let-754	5.94895732593278e-07	5.94895732593278e-07	2.37958293037311e-06	5.94895732593279e-05	2.37958293037311e-06	2.37958293037311e-06	5.94895732593279e-07	5.94895732593279e-07	5.94895732593279e-07	5.94895732593279e-07	5.94895732593279e-07	5.94895732593279e-07	5.94895732593279e-07
let-767	0.000161715266872697	0.000161715266872697	1.75440835408516e-05	0.000329479107899546	2.8009661736703e-06	0.00072109398275516	1.45001183505666e-11	0.00087592924979669	1.45001183505666e-11	0.000744206893041571	1.45001183505666e-11	1.45001183505666e-11	0.00103401453494148
