Gene_Symbol	KEGG_Gene_ID
rpl-5	cel:CELE_F54C9.5
rpl-6	cel:CELE_R151.3
rpl-7	cel:CELE_F53G12.10
rpl-7A	cel:CELE_Y24D9A.4
rpl-9	cel:CELE_R13A5.8
rpl-10	cel:CELE_F10B5.1
rpl-11.1	cel:CELE_T22F3.4
rpl-11.2	cel:CELE_F07D10.1
rpl-12	cel:CELE_JC8.3
rpl-13	cel:CELE_C32E8.2
rpl-14	cel:CELE_C04F12.4
rpl-15	cel:CELE_K11H12.2
rpl-16	cel:CELE_M01F1.2
rpl-17	cel:CELE_Y48G8AL.8
rpl-18	cel:CELE_Y45F10D.12
rpl-19	cel:CELE_C09D4.5
rpl-20	cel:CELE_E04A4.8
rpl-21	cel:CELE_C14B9.7
rpl-22	cel:CELE_C27A2.2
rpl-23	cel:CELE_B0336.10
rpl-24.1	cel:CELE_D1007.12
rpl-25.1	cel:CELE_F55D10.2
rpl-25.2	cel:CELE_F52B5.6
rpl-26	cel:CELE_F28C6.7
rpl-27	cel:CELE_C53H9.1
rpl-28	cel:CELE_R11D1.8
rpl-29	cel:CELE_B0513.3
rpl-30	cel:CELE_Y106G6H.3
rpl-31	cel:CELE_W09C5.6
rpl-32	cel:CELE_T24B8.1
rpl-33	cel:CELE_F10E7.7
rpl-34	cel:CELE_C42C1.14
rpl-35	cel:CELE_ZK652.4
rpl-36	cel:CELE_F37C12.4
rpl-38	cel:CELE_C06B8.8
rpl-39	cel:CELE_C26F1.9
rpl-36.A	cel:CELE_C09H10.2
rpl-43	cel:CELE_Y48B6A.2
rpn-1	cel:CELE_T22D1.9
rpn-2	cel:CELE_C23G10.4
rpn-3	cel:CELE_C30C11.2
rpn-5	cel:CELE_F10G7.8
rpn-6.1	cel:CELE_F57B9.10
rpn-7	cel:CELE_F49C12.8
rpn-8	cel:CELE_R12E2.3
rpn-9	cel:CELE_T06D8.8
rpn-10	cel:CELE_B0205.3
rpn-11	cel:CELE_K07D4.3
rpn-12	cel:CELE_ZK20.5
rps-0	cel:CELE_B0393.1
rps-1	cel:CELE_F56F3.5
rps-2	cel:CELE_C49H3.11
rps-3	cel:CELE_C23G10.3
rps-4	cel:CELE_Y43B11AR.4
rps-5	cel:CELE_T05E11.1
rps-6	cel:CELE_Y71A12B.1
rps-7	cel:CELE_ZC434.2
rps-8	cel:CELE_F42C5.8
rps-9	cel:CELE_F40F8.10
rps-10	cel:CELE_D1007.6
rps-11	cel:CELE_F40F11.1
rps-12	cel:CELE_F54E7.2
rps-13	cel:CELE_C16A3.9
rps-14	cel:CELE_F37C12.9
rps-15	cel:CELE_F36A2.6
rps-16	cel:CELE_T01C3.6
rps-17	cel:CELE_T08B2.10
rps-18	cel:CELE_Y57G11C.16
rps-19	cel:CELE_T05F1.3
rps-20	cel:CELE_Y105E8A.16
rps-21	cel:CELE_F37C12.11
rps-22	cel:CELE_F53A3.3
rps-23	cel:CELE_F28D1.7
rps-24	cel:CELE_T07A9.11
rps-25	cel:CELE_K02B2.5
rps-26	cel:CELE_F39B2.6
rps-27	cel:CELE_F56E10.4
rps-28	cel:CELE_Y41D4B.5
rps-29	cel:CELE_B0412.4
rps-30	cel:CELE_C26F1.4
rpt-1	cel:CELE_C52E4.4
rpt-2	cel:CELE_F29G9.5
rpt-3	cel:CELE_F23F12.6
rpt-4	cel:CELE_F23F1.8
rpt-5	cel:CELE_F56H1.4
rpt-6	cel:CELE_Y49E10.1
rars-1	cel:CELE_F26F4.10
rars-2	cel:CELE_C29H12.1
rsp-2	cel:CELE_W02B12.2
sax-7	cel:CELE_C18F3.2
sbp-1	cel:CELE_Y47D3B.7
sca-1	cel:CELE_K11D9.2
scm-1	cel:CELE_M01D7.2
sdc-2	cel:CELE_C35C5.1
sec-5	cel:CELE_T23G7.4
sec-8	cel:CELE_Y106G6H.7
sec-23	cel:CELE_Y113G7A.3
sec-24.1	cel:CELE_F12F6.6
sec-24.2	cel:CELE_ZC518.2
sel-1	cel:CELE_F45D3.5
sel-2	cel:CELE_F10F2.1
sel-9	cel:CELE_W02D7.7
sem-5	cel:CELE_C14F5.5
sft-4	cel:CELE_C54H2.5
sgk-1	cel:CELE_W10G6.2
sid-2	cel:CELE_ZK520.2
sip-1	cel:CELE_F43D9.4
skr-1	cel:CELE_F46A9.5
skr-3	cel:CELE_F44G3.6
smf-1	cel:CELE_K11G12.4
smo-1	cel:CELE_K12C11.2
snb-1	cel:CELE_T10H9.4
snb-2	cel:CELE_F23H12.1
snf-3	cel:CELE_T13B5.1
snf-5	cel:CELE_Y46G5A.30
snf-9	cel:CELE_C49C3.1
snr-1	cel:CELE_Y116A8C.42
snr-2	cel:CELE_W08E3.1
snr-3	cel:CELE_T28D9.10
snr-4	cel:CELE_C52E4.3
snr-5	cel:CELE_ZK652.1
snr-6	cel:CELE_Y49E10.15
snt-1	cel:CELE_F31E8.2
snt-3	cel:CELE_Y75B7AL.3
snx-1	cel:CELE_C05D9.1
sod-1	cel:CELE_C15F1.7
sod-2	cel:CELE_F10D11.1
sod-4	cel:CELE_F55H2.1
spc-1	cel:CELE_K10B3.10
spd-5	cel:CELE_F56A3.4
sph-1	cel:CELE_F42G8.11
spl-1	cel:CELE_Y66H1B.4
spp-1	cel:CELE_T07C4.4
spp-5	cel:CELE_T08A9.9
spp-10	cel:CELE_C28C12.7
spp-13	cel:CELE_F08F1.6
spp-17	cel:CELE_C54G6.5
sqv-1	cel:CELE_D2096.4
sqv-4	cel:CELE_F29F11.1
sqv-5	cel:CELE_T24D1.1
sqv-6	cel:CELE_Y50D4C.4
src-1	cel:CELE_Y92H12A.1
srf-3	cel:CELE_M02B1.1
srh-296	cel:CELE_Y94A7B.4
srp-6	cel:CELE_C03G6.19
srp-7	cel:CELE_F20D6.4
srr-4	cel:CELE_K11D12.3
sars-1	cel:CELE_C47E12.1
sru-13	cel:CELE_F53B2.4
sto-1	cel:CELE_F08C6.4
sto-6	cel:CELE_Y71H9A.2
str-158	cel:CELE_Y9C9A.9
sue-1	cel:CELE_F07A5.5
sup-17	cel:CELE_DY3.7
sur-5	cel:CELE_K03A1.5
sur-6	cel:CELE_F26E4.1
syx-3	cel:CELE_F35C8.4
syx-2	cel:CELE_F48F7.2
syx-5	cel:CELE_F55A11.2
syx-4	cel:CELE_T01B11.3
fut-3	cel:CELE_F59E12.13
tag-10	cel:CELE_C31C9.1
hdl-2	cel:CELE_C09G9.4
nck-1	cel:CELE_ZK470.5
raga-1	cel:CELE_T24F1.1
sdhb-1	cel:CELE_F42A8.2
prdx-2	cel:CELE_F09E5.15
ttn-1	cel:CELE_W06H8.8
nrfl-1	cel:CELE_C01F6.6
ant-1.1	cel:CELE_T27E9.1
glod-4	cel:CELE_C16C10.10
heh-1	cel:CELE_R148.6
ppm-1.A	cel:CELE_F25D1.1
fntb-1	cel:CELE_F23B12.6
magu-2	cel:CELE_C01B7.4
tag-120	cel:CELE_F40F9.2
tag-123	cel:CELE_F08F1.7
ivns-1	cel:CELE_R09A8.3
snx-3	cel:CELE_W06D4.5
kcc-1	cel:CELE_R13A1.2
tag-164	cel:CELE_Y76A2A.1
mtrr-1	cel:CELE_C01G6.6
abcf-1	cel:CELE_F18E2.2
cox-6A	cel:CELE_F54D8.2
tax-6	cel:CELE_C02F4.2
tba-1	cel:CELE_F26E4.8
tba-2	cel:CELE_C47B2.3
tba-4	cel:CELE_F44F4.11
tba-5	cel:CELE_F16D3.1
tba-6	cel:CELE_F32H2.9
tba-7	cel:CELE_T28D6.2
tbb-1	cel:CELE_K01G5.7
tbb-2	cel:CELE_C36E8.5
tbb-4	cel:CELE_B0272.1
tbb-6	cel:CELE_T04H1.9
tbg-1	cel:CELE_F58A4.8
tbh-1	cel:CELE_H13N06.6
tfg-1	cel:CELE_Y63D3A.5
tli-1	cel:CELE_F25H2.1
tpi-1	cel:CELE_Y17G7B.7
tre-3	cel:CELE_W05E10.4
trf-1	cel:CELE_F45G2.6
tars-1	cel:CELE_C47D12.6
tsn-1	cel:CELE_F10G7.2
tsp-1	cel:CELE_C02F5.8
tsp-2	cel:CELE_C02F5.11
tsp-6	cel:CELE_C14A11.1
tsp-10	cel:CELE_T14B4.4
tsp-15	cel:CELE_F53B6.1
uba-1	cel:CELE_C47E12.5
ubc-9	cel:CELE_F29B9.6
ubc-13	cel:CELE_Y54G2A.31
ubc-18	cel:CELE_R01H2.6
ubh-4	cel:CELE_C08B11.7
ubl-1	cel:CELE_H06I04.4
ubl-5	cel:CELE_F46F11.4
ubq-2	cel:CELE_ZK1010.1
uev-1	cel:CELE_F39B2.2
ufd-1	cel:CELE_F19B6.2
ula-1	cel:CELE_C26E6.8
unc-2	cel:CELE_T02C5.5
unc-11	cel:CELE_C32E8.10
unc-13	cel:CELE_ZK524.2
unc-15	cel:CELE_F07A5.7
unc-18	cel:CELE_F27D9.1
unc-22	cel:CELE_ZK617.1
unc-27	cel:CELE_ZK721.2
unc-32	cel:CELE_ZK637.8
unc-33	cel:CELE_Y37E11C.1
tln-1	cel:CELE_Y71G12B.11
unc-43	cel:CELE_K11E8.1
unc-44	cel:CELE_B0350.2
unc-45	cel:CELE_F30H5.1
unc-52	cel:CELE_ZC101.2
unc-54	cel:CELE_F11C3.3
unc-57	cel:CELE_T04D1.3
unc-60	cel:CELE_C38C3.5
unc-64	cel:CELE_F56A8.7
unc-70	cel:CELE_K11C4.3
unc-78	cel:CELE_C04F6.4
unc-79	cel:CELE_E03A3.6
unc-80	cel:CELE_F25C8.3
unc-89	cel:CELE_C09D1.1
unc-108	cel:CELE_F53F10.4
unc-116	cel:CELE_R05D3.7
usp-14	cel:CELE_C13B4.2
cal-5	cel:CELE_C24H10.5
vab-9	cel:CELE_T22C8.8
vab-10	cel:CELE_ZK1151.1
vap-1	cel:CELE_F11C7.3
vbh-1	cel:CELE_Y54E10A.9
pfd-3	cel:CELE_T06G6.9
vem-1	cel:CELE_K07E3.8
vha-1	cel:CELE_R10E11.8
vha-4	cel:CELE_T01H3.1
vha-5	cel:CELE_F35H10.4
vha-6	cel:CELE_VW02B12L.1
vha-8	cel:CELE_C17H12.14
vha-9	cel:CELE_ZK970.4
vha-10	cel:CELE_F46F11.5
vha-11	cel:CELE_Y38F2AL.3
vha-12	cel:CELE_F20B6.2
vig-1	cel:CELE_F56D12.5
vit-1	cel:CELE_K09F5.2
vit-2	cel:CELE_C42D8.2
vit-3	cel:CELE_F59D8.1
vit-4	cel:CELE_F59D8.2
vit-5	cel:CELE_C04F6.1
vit-6	cel:CELE_K07H8.6
glp-4	cel:CELE_Y87G2A.5
wah-1	cel:CELE_Y56A3A.32
wrk-1	cel:CELE_F41D9.3
wars-1	cel:CELE_Y80D3A.1
wsp-1	cel:CELE_C07G1.4
wve-1	cel:CELE_R06C1.3
zyg-9	cel:CELE_F22B5.7
tufm-1	cel:CELE_Y71H2AM.23
tufm-2	cel:CELE_C43E11.4
wwp-1	cel:CELE_Y65B4BR.4
alx-1	cel:CELE_R10E12.1
plin-1	cel:CELE_W01A8.1
trr-1	cel:CELE_C47D12.1
tag-196	cel:CELE_F41E6.6
vps-52	cel:CELE_F08C6.3
wht-6	cel:CELE_T26A5.1
4R79.2	cel:CELE_4R79.2
ugt-49	cel:CELE_AC3.2
AC3.5	cel:CELE_AC3.5
ugt-1	cel:CELE_AC3.7
B0001.4	cel:CELE_B0001.4
B0024.4	cel:CELE_B0024.4
gspd-1	cel:CELE_B0035.5
B0035.13	cel:CELE_B0035.13
B0250.5	cel:CELE_B0250.5
pals-26	cel:CELE_B0284.1
pals-27	cel:CELE_B0284.2
lcmt-1	cel:CELE_B0285.4
ttr-18	cel:CELE_B0334.1
B0334.3	-
acly-2	cel:CELE_B0365.1
clec-41	cel:CELE_B0365.6
nlp-36	cel:CELE_B0464.3
rmd-3	cel:CELE_B0491.3
B0513.4	cel:CELE_B0513.4
vamp-8	cel:CELE_B0513.9
C01A2.4	cel:CELE_C01A2.4
cpna-3	cel:CELE_C01F6.1
C01G6.3	cel:CELE_C01G6.3
catp-4	cel:CELE_C01G12.8
C03A3.2	cel:CELE_C03A3.2
C03C10.7	cel:CELE_C03C10.7
C03C11.1	cel:CELE_C03C11.1
clec-223	cel:CELE_C03E10.5
gck-4	cel:CELE_C04A11.3
arrd-25	cel:CELE_C04C11.2
C04F12.5	cel:CELE_C04F12.5
C04G2.9	-
clec-147	cel:CELE_C04H5.2
C05C10.3	cel:CELE_C05C10.3
pho-11	cel:CELE_C05C10.4
ufd-3	cel:CELE_C05C10.6
C05D12.2	cel:CELE_C05D12.2
C05G5.1	cel:CELE_C05G5.1
cdc-48.1	cel:CELE_C06A1.1
C06A12.8	cel:CELE_C06A12.8
cyp-35C1	cel:CELE_C06B3.3
stdh-1	cel:CELE_C06B3.4
C06C6.8	cel:CELE_C06C6.8
atp-5	cel:CELE_C06H2.1
C07A4.3	cel:CELE_C07A4.3
C07E3.3	cel:CELE_C07E3.3
C08B6.3	cel:CELE_C08B6.3
wdr-20	cel:CELE_C08B6.7
C08E8.4	cel:CELE_C08E8.4
pfd-1	cel:CELE_C08F8.1
mboa-4	cel:CELE_C08F8.4
C08F11.1	cel:CELE_C08F11.1
ugt-22	cel:CELE_C08F11.8
ule-4	cel:CELE_C08F11.11
vgln-1	cel:CELE_C08H9.2
algn-8	cel:CELE_C08H9.3
C09F9.1	cel:CELE_C09F9.1
pezo-1	cel:CELE_C10C5.1
C10C5.4	cel:CELE_C10C5.4
catp-8	cel:CELE_C10C6.6
gpx-5	cel:CELE_C11E4.1
cbl-1	cel:CELE_C12C8.2
daf-36	cel:CELE_C12D8.5
C13B4.1	cel:CELE_C13B4.1
spin-1	cel:CELE_C13C4.5
pptr-2	cel:CELE_C13G3.3
C14A4.9	cel:CELE_C14A4.9
ccm-3	cel:CELE_C14A4.11
C14B1.3	cel:CELE_C14B1.3
nrde-1	cel:CELE_C14B1.6
C14B1.9	cel:CELE_C14B1.9
C14C10.5	cel:CELE_C14C10.5
C14H10.3	cel:CELE_C14H10.3
xbx-9	cel:CELE_C15C8.1
hrg-7	cel:CELE_C15C8.3
nkb-1	cel:CELE_C17E4.9
C17G1.2	cel:CELE_C17G1.2
ugt-23	cel:CELE_C17G1.3
cysl-1	cel:CELE_C17G1.7
pals-6	cel:CELE_C17H1.7
C18E9.5	cel:CELE_C18E9.5
tomm-40	cel:CELE_C18E9.6
C18E9.9	cel:CELE_C18E9.9
tram-1	cel:CELE_C24F3.1
fath-1	cel:CELE_C25A1.5
nola-3	cel:CELE_C25A1.6
clec-87	cel:CELE_C25A1.8
C25D7.15	cel:CELE_C25D7.15
igdb-2	cel:CELE_C25G4.10
C26C6.9	cel:CELE_C26C6.9
C27A7.1	cel:CELE_C27A7.1
C27A7.6	cel:CELE_C27A7.6
C27B7.9	cel:CELE_C27B7.9
ruvb-1	cel:CELE_C27H6.2
rmd-2	cel:CELE_C27H6.4
C27H6.8	cel:CELE_C27H6.8
clec-230	cel:CELE_C29F3.5
C29F3.7	cel:CELE_C29F3.7
C29F7.2	cel:CELE_C29F7.2
jmjd-3.3	cel:CELE_C29F7.6
clec-199	cel:CELE_C30H6.1
C31C9.2	cel:CELE_C31C9.2
cytb-5.1	cel:CELE_C31E10.7
C33A12.1	cel:CELE_C33A12.1
ugt-21	cel:CELE_C33A12.6
C33G3.5	cel:CELE_C33G3.5
C34B4.2	cel:CELE_C34B4.2
rsu-1	cel:CELE_C34C12.5
C34E7.4	cel:CELE_C34E7.4
idh-2	cel:CELE_C34F6.8
C35A5.8	cel:CELE_C35A5.8
gcp-2.2	cel:CELE_C35C5.2
selt-1.1	cel:CELE_C35C5.3
cyp-25A2	cel:CELE_C36A4.2
C36A4.4	cel:CELE_C36A4.4
acs-19	cel:CELE_C36A4.9
rpb-3	cel:CELE_C36B1.3
imp-1	cel:CELE_C36B1.12
C36F7.5	cel:CELE_C36F7.5
tag-297	cel:CELE_C38C6.6
slc-17.2	cel:CELE_C38C10.2
C38H2.2	cel:CELE_C38H2.2
C38H2.3	cel:CELE_C38H2.3
scl-5	cel:CELE_C39E9.2
scl-7	cel:CELE_C39E9.5
scl-8	cel:CELE_C39E9.6
C39E9.8	cel:CELE_C39E9.8
spin-2	cel:CELE_C39E9.10
lact-7	cel:CELE_C40H5.4
ctns-1	cel:CELE_C41C4.7
cdc-48.2	cel:CELE_C41C4.8
C41G7.6	-
nkb-2	cel:CELE_C43F9.6
oac-8	cel:CELE_C43F9.10
C46C2.2	cel:CELE_C46C2.2
C46C2.5	cel:CELE_C46C2.5
gsr-1	cel:CELE_C46F11.2
C46F11.6	cel:CELE_C46F11.6
gale-1	cel:CELE_C47B2.6
set-5	cel:CELE_C47E8.8
pyp-1	cel:CELE_C47E12.4
C48B4.10	cel:CELE_C48B4.10
C48B4.12	cel:CELE_C48B4.12
C49C3.4	cel:CELE_C49C3.4
C49C3.9	cel:CELE_C49C3.9
C49C3.10	cel:CELE_C49C3.10
C49C3.11	cel:CELE_C49C3.11
clec-197	cel:CELE_C49C3.12
sams-1	cel:CELE_C49F5.1
C49F8.3	cel:CELE_C49F8.3
nasp-2	cel:CELE_C50B6.2
C50B6.7	cel:CELE_C50B6.7
C50B8.6	cel:CELE_C50B8.6
tag-329	cel:CELE_C50F4.3
C50F4.16	cel:CELE_C50F4.16
C51E3.6	cel:CELE_C51E3.6
mans-2	cel:CELE_C52E4.5
C52E4.7	cel:CELE_C52E4.7
ril-1	cel:CELE_C53A5.1
cdr-2	cel:CELE_C54D10.1
C56G7.3	cel:CELE_C56G7.3
D1053.4	cel:CELE_D1053.4
D1054.8	cel:CELE_D1054.8
D1054.10	cel:CELE_D1054.10
ule-3	cel:CELE_D1054.11
D1086.1	cel:CELE_D1086.1
ttll-12	cel:CELE_D2013.9
D2023.4	cel:CELE_D2023.4
mans-1	cel:CELE_D2030.1
D2030.4	cel:CELE_D2030.4
etc-1	cel:CELE_D2085.4
hgap-2	cel:CELE_D2085.5
usp-50	cel:CELE_E01B7.1
tbc-14	cel:CELE_E01G4.1
clec-17	cel:CELE_E03H4.10
eif-2A	cel:CELE_E04D5.1
cyp-37A1	cel:CELE_F01D5.9
F01G4.6	cel:CELE_F01G4.6
tkt-1	cel:CELE_F01G10.1
F01G10.6	cel:CELE_F01G10.6
F02E9.1	cel:CELE_F02E9.1
F02E9.7	cel:CELE_F02E9.7
dpt-1	cel:CELE_F02E9.9
scav-6	cel:CELE_F07A5.3
gfat-1	cel:CELE_F07A11.2
F07C6.3	cel:CELE_F07C6.3
pho-13	cel:CELE_F07H5.9
irg-4	cel:CELE_F08G5.6
clec-57	cel:CELE_F08H9.6
clec-56	cel:CELE_F08H9.7
clec-54	cel:CELE_F08H9.8
spin-3	cel:CELE_F09A5.1
mob-2	cel:CELE_F09A5.4
oac-14	cel:CELE_F09B9.1
F09B12.3	cel:CELE_F09B12.3
F09C8.1	cel:CELE_F09C8.1
F10A3.1	cel:CELE_F10A3.1
F10A3.4	cel:CELE_F10A3.4
F10D11.6	cel:CELE_F10D11.6
pfas-1	cel:CELE_F10F2.2
clec-153	cel:CELE_F10F2.8
F11A5.9	cel:CELE_F11A5.9
scrm-4	cel:CELE_F11A6.2
mon-2	cel:CELE_F11A10.4
scav-4	cel:CELE_F11C1.3
F11D11.3	cel:CELE_F11D11.3
F13A7.1	cel:CELE_F13A7.1
F13D12.6	-
F13D12.9	cel:CELE_F13D12.9
F13E6.1	cel:CELE_F13E6.1
F13E9.10	cel:CELE_F13E9.10
F13E9.11	cel:CELE_F13E9.11
dylt-1	cel:CELE_F13G3.4
ttx-7	cel:CELE_F13G3.5
mogs-1	cel:CELE_F13H10.4
F14D7.11	cel:CELE_F14D7.11
F14E5.2	cel:CELE_F14E5.2
cyp-35D1	cel:CELE_F14H3.10
ubql-1	cel:CELE_F15C11.2
F15D3.4	cel:CELE_F15D3.4
clec-42	cel:CELE_F16H6.1
clec-221	cel:CELE_F17C11.5
eef-1G	cel:CELE_F17C11.9
F17H10.2	cel:CELE_F17H10.2
papl-1	cel:CELE_F18E2.1
F18H3.1	cel:CELE_F18H3.1
mltn-9	cel:CELE_F19H8.4
elli-1	cel:CELE_F20C5.3
F20C5.4	-
F20D1.3	cel:CELE_F20D1.3
plp-2	cel:CELE_F20D1.4
F20G2.2	cel:CELE_F20G2.2
arrd-28	cel:CELE_F21A10.4
F21D5.1	cel:CELE_F21D5.1
F21D5.3	cel:CELE_F21D5.3
F21D5.7	cel:CELE_F21D5.7
F21D9.2	cel:CELE_F21D9.2
clec-233	cel:CELE_F21H7.4
gfat-2	cel:CELE_F22B3.4
cut-3	cel:CELE_F22B5.3
F22B5.10	cel:CELE_F22B5.10
cth-1	cel:CELE_F22B8.6
ekl-1	cel:CELE_F22D6.6
F22G12.5	cel:CELE_F22G12.5
dlat-1	cel:CELE_F23B12.5
F23D12.2	cel:CELE_F23D12.2
tomm-20	cel:CELE_F23H12.2
F25D7.5	cel:CELE_F25D7.5
F25H2.4	cel:CELE_F25H2.4
ndk-1	cel:CELE_F25H2.5
tct-1	cel:CELE_F25H2.11
pyk-1	cel:CELE_F25H5.3
F26C11.3	cel:CELE_F26C11.3
F26D2.16	cel:CELE_F26D2.16
gpx-1	cel:CELE_F26E4.12
F26H9.5	cel:CELE_F26H9.5
F27D4.1	cel:CELE_F27D4.1
F27D4.7	cel:CELE_F27D4.7
asah-2	cel:CELE_F27E5.1
F28B1.2	cel:CELE_F28B1.2
F28C6.8	cel:CELE_F28C6.8
F28H7.3	cel:CELE_F28H7.3
hpo-34	cel:CELE_F29G6.3
sac-1	cel:CELE_F30A10.6
F30A10.12	cel:CELE_F30A10.12
F31D4.9	cel:CELE_F31D4.9
maph-1.1	cel:CELE_F32A7.5
mccc-1	cel:CELE_F32B6.2
ttbk-3	cel:CELE_F32B6.10
fasn-1	cel:CELE_F32H2.5
F33H2.2	cel:CELE_F33H2.2
clec-62	cel:CELE_F35C5.5
clec-63	cel:CELE_F35C5.6
clec-64	cel:CELE_F35C5.7
clec-65	cel:CELE_F35C5.8
clec-66	cel:CELE_F35C5.9
ddn-2	cel:CELE_F35C5.11
F35C11.5	cel:CELE_F35C11.5
F35E2.9	cel:CELE_F35E2.9
irg-5	cel:CELE_F35E12.5
F35E12.6	cel:CELE_F35E12.6
dct-17	cel:CELE_F35E12.7
cld-9	cel:CELE_F35E12.8
F35E12.10	cel:CELE_F35E12.10
wdr-48	cel:CELE_F35G12.4
F35G12.5	cel:CELE_F35G12.5
F35G12.12	cel:CELE_F35G12.12
ugt-58	cel:CELE_F35H8.6
F36A2.7	cel:CELE_F36A2.7
syx-7	cel:CELE_F36F2.4
hrg-4	cel:CELE_F36H1.5
tat-5	cel:CELE_F36H2.1
F36H2.3	-
F37H8.5	cel:CELE_F37H8.5
clec-170	cel:CELE_F38A1.1
clec-166	cel:CELE_F38A1.5
F38A1.8	cel:CELE_F38A1.8
F38A1.13	cel:CELE_F38A1.13
F38B2.4	cel:CELE_F38B2.4
copb-2	cel:CELE_F38E11.5
F39B2.3	cel:CELE_F39B2.3
xbx-6	cel:CELE_F40F9.1
aagr-3	cel:CELE_F40F9.6
cyld-1	cel:CELE_F40F12.5
fipr-21	cel:CELE_F41E7.5
ttyh-1	cel:CELE_F42E11.2
F43D9.1	cel:CELE_F43D9.1
hda-5	cel:CELE_F43G6.11
idha-1	cel:CELE_F43G9.1
cfim-1	cel:CELE_F43G9.5
nucb-1	cel:CELE_F44A6.1
ent-7	cel:CELE_F44D12.9
F44E5.1	cel:CELE_F44E5.1
F44F4.3	cel:CELE_F44F4.3
F44G3.10	cel:CELE_F44G3.10
F45E10.2	cel:CELE_F45E10.2
cope-1	cel:CELE_F45G2.4
F45H10.2	cel:CELE_F45H10.2
drr-1	cel:CELE_F45H10.4
F46A8.3	cel:CELE_F46A8.3
F46A8.5	cel:CELE_F46A8.5
F46A8.8	cel:CELE_F46A8.8
F46B6.6	cel:CELE_F46B6.6
ztf-7	cel:CELE_F46B6.7
F46C5.9	cel:CELE_F46C5.9
F46G10.1	cel:CELE_F46G10.1
F46G10.4	cel:CELE_F46G10.4
F47B8.2	cel:CELE_F47B8.2
suca-1	cel:CELE_F47B10.1
haly-1	cel:CELE_F47B10.2
F47B10.5	cel:CELE_F47B10.5
F47G9.1	-
cwp-5	cel:CELE_F48C11.2
F49C12.7	cel:CELE_F49C12.7
F49C12.11	cel:CELE_F49C12.11
F49C12.12	cel:CELE_F49C12.12
F49E2.2	cel:CELE_F49E2.2
F49E2.5	cel:CELE_F49E2.5
scl-2	cel:CELE_F49E11.10
scl-3	cel:CELE_F49E11.11
skpo-1	cel:CELE_F49E12.1
dod-23	cel:CELE_F49E12.2
F52A8.1	cel:CELE_F52A8.1
abts-1	cel:CELE_F52B5.1
F52B5.2	cel:CELE_F52B5.2
F52B11.2	cel:CELE_F52B11.2
noah-2	cel:CELE_F52B11.3
F52F12.5	cel:CELE_F52F12.5
acaa-2	cel:CELE_F53A2.7
F53B6.4	cel:CELE_F53B6.4
F53B6.7	cel:CELE_F53B6.7
fig-1	cel:CELE_F53B7.5
F53C11.1	cel:CELE_F53C11.1
F53F1.2	cel:CELE_F53F1.2
F53F4.11	cel:CELE_F53F4.11
F54B11.11	cel:CELE_F54B11.11
F54C8.7	cel:CELE_F54C8.7
F54D1.6	cel:CELE_F54D1.6
F54D5.3	cel:CELE_F54D5.3
F54D5.12	cel:CELE_F54D5.12
F54E4.3	cel:CELE_F54E4.3
lipl-1	cel:CELE_F54F3.3
F54F7.3	cel:CELE_F54F7.3
F54F11.1	cel:CELE_F54F11.1
nep-17	cel:CELE_F54F11.2
F55A11.11	cel:CELE_F55A11.11
xdh-1	cel:CELE_F55B11.1
F55B11.2	cel:CELE_F55B11.2
F55B11.3	cel:CELE_F55B11.3
F55B11.4	cel:CELE_F55B11.4
srpa-68	cel:CELE_F55C5.8
F55F3.2	-
nkb-3	cel:CELE_F55F3.3
F55G11.4	cel:CELE_F55G11.4
vha-14	cel:CELE_F55H2.2
F55H2.5	cel:CELE_F55H2.5
F55H12.4	cel:CELE_F55H12.4
F56A8.3	cel:CELE_F56A8.3
yif-1	cel:CELE_F57A8.2
F57C2.5	cel:CELE_F57C2.5
F57F5.1	-
F58B4.3	cel:CELE_F58B4.3
F58B4.5	cel:CELE_F58B4.5
F58D2.2	cel:CELE_F58D2.2
F58E6.5	cel:CELE_F58E6.5
ddx-17	cel:CELE_F58E10.3
wago-4	cel:CELE_F58G1.1
dct-18	cel:CELE_F58G1.4
amph-1	cel:CELE_F58G6.1
F58G6.7	cel:CELE_F58G6.7
F58G6.8	cel:CELE_F58G6.8
aman-2	cel:CELE_F58H1.1
golg-4	cel:CELE_F59A2.6
skat-1	cel:CELE_F59B2.2
F59B2.3	cel:CELE_F59B2.3
rpn-6.2	cel:CELE_F59B2.5
F59B2.12	cel:CELE_F59B2.12
F59B8.1	cel:CELE_F59B8.1
idh-1	cel:CELE_F59B8.2
F59C6.5	cel:CELE_F59C6.5
copz-1	cel:CELE_F59E10.3
acl-1	cel:CELE_F59F4.4
F59F5.3	cel:CELE_F59F5.3
cbd-1	cel:CELE_H02I12.1
famk-1	cel:CELE_H03A11.1
H03A11.2	cel:CELE_H03A11.2
ctg-1	cel:CELE_H06O01.3
mpst-3	cel:CELE_H12D21.7
erfa-3	cel:CELE_H19N07.1
math-33	cel:CELE_H19N07.2
atp-1	cel:CELE_H28O16.1
slc-36.4	cel:CELE_H32K16.1
dcn-1	cel:CELE_H38K22.2
ttr-51	cel:CELE_JC8.8
K01D12.9	cel:CELE_K01D12.9
cdr-4	cel:CELE_K01D12.11
cdr-6	cel:CELE_K01D12.12
K01G5.5	cel:CELE_K01G5.5
endu-1	cel:CELE_K02A11.3
K02B7.3	cel:CELE_K02B7.3
