Gene_Symbol	KEGG_Gene_ID
glrx-3	cel:CELE_D2063.3
mctp-1	cel:CELE_D2092.1
praf-3	cel:CELE_D2096.2
aagr-1	cel:CELE_D2096.3
nap-1	cel:CELE_D2096.8
lec-12	cel:CELE_DC2.3
E01A2.1	cel:CELE_E01A2.1
E02D9.1	-
E03H12.5	cel:CELE_E03H12.5
E03H12.7	cel:CELE_E03H12.7
cyc-2.1	cel:CELE_E04A4.7
maoc-1	cel:CELE_E04F6.3
E04F6.4	cel:CELE_E04F6.4
acdh-12	cel:CELE_E04F6.5
E04F6.8	cel:CELE_E04F6.8
E04F6.9	cel:CELE_E04F6.9
EEED8.2	cel:CELE_EEED8.2
rabn-5	cel:CELE_F01F1.4
dnpp-1	cel:CELE_F01F1.9
aldo-2	cel:CELE_F01F1.12
scl-15	cel:CELE_F02E11.5
F07E5.7	cel:CELE_F07E5.7
apy-1	cel:CELE_F08C6.6
srpa-72	cel:CELE_F08D12.1
F08D12.3	cel:CELE_F08D12.3
F08F1.4	cel:CELE_F08F1.4
F08F8.7	cel:CELE_F08F8.7
gos-28	cel:CELE_F08F8.8
F09E5.3	cel:CELE_F09E5.3
sec-6	cel:CELE_F09E5.5
F09E5.7	cel:CELE_F09E5.7
F09E5.11	cel:CELE_F09E5.11
toca-1	cel:CELE_F09E10.8
hach-1	cel:CELE_F09F7.4
F09F9.1	cel:CELE_F09F9.1
pitr-5	cel:CELE_F09G2.3
F09G8.7	cel:CELE_F09G8.7
clec-160	cel:CELE_F09G8.8
F10C1.3	cel:CELE_F10C1.3
ugt-41	cel:CELE_F10D2.11
F10E7.5	cel:CELE_F10E7.5
farl-11	cel:CELE_F10E7.8
clec-7	cel:CELE_F10G2.3
ttr-41	cel:CELE_F10G7.11
F11G11.4	cel:CELE_F11G11.4
F11G11.5	cel:CELE_F11G11.5
lgc-38	cel:CELE_F11H8.2
F13B6.1	cel:CELE_F13B6.1
F13B6.2	cel:CELE_F13B6.2
F13B6.3	cel:CELE_F13B6.3
acp-5	cel:CELE_F13D11.1
F13H6.3	-
F13H8.2	cel:CELE_F13H8.2
F13H8.3	cel:CELE_F13H8.3
upb-1	cel:CELE_F13H8.7
sid-5	cel:CELE_F14B8.2
F14B8.6	cel:CELE_F14B8.6
F14D2.7	cel:CELE_F14D2.7
F15E6.6	cel:CELE_F15E6.6
F15E6.9	cel:CELE_F15E6.9
F16F9.1	cel:CELE_F16F9.1
F17A9.5	cel:CELE_F17A9.5
F17E9.4	cel:CELE_F17E9.4
F17E9.5	cel:CELE_F17E9.5
rpa-1	cel:CELE_F18A1.5
F18A1.7	cel:CELE_F18A1.7
F18E9.7	cel:CELE_F18E9.7
F19C7.1	-
F19C7.2	cel:CELE_F19C7.2
F19C7.4	cel:CELE_F19C7.4
ets-6	cel:CELE_F19F10.10
F20D6.8	cel:CELE_F20D6.8
F20D6.11	cel:CELE_F20D6.11
csr-1	cel:CELE_F20D12.1
czw-1	cel:CELE_F20D12.4
ddo-3	cel:CELE_F20H11.5
F21C10.9	cel:CELE_F21C10.9
pgal-1	cel:CELE_F21F3.1
F21F3.6	cel:CELE_F21F3.6
tpp-2	cel:CELE_F21H12.6
ilys-5	cel:CELE_F22A3.6
ldp-1	cel:CELE_F22F7.1
F23C8.5	cel:CELE_F23C8.5
did-2	cel:CELE_F23C8.6
F23H11.6	cel:CELE_F23H11.6
F25E2.2	cel:CELE_F25E2.2
F25E5.3	cel:CELE_F25E5.3
F25E5.7	cel:CELE_F25E5.7
try-8	cel:CELE_F25E5.10
symk-1	cel:CELE_F25G6.2
clec-157	cel:CELE_F26A1.12
cee-1	cel:CELE_F26F4.1
rpb-8	cel:CELE_F26F4.11
F27C1.2	cel:CELE_F27C1.2
pcca-1	cel:CELE_F27D9.5
acdh-9	cel:CELE_F28A10.6
F28A12.3	cel:CELE_F28A12.3
asp-13	cel:CELE_F28A12.4
dip-2	cel:CELE_F28B3.4
F28B4.3	cel:CELE_F28B4.3
F28F9.2	cel:CELE_F28F9.2
F29B9.8	cel:CELE_F29B9.8
F29B9.11	cel:CELE_F29B9.11
F31D5.2	cel:CELE_F31D5.2
mth-1	cel:CELE_F31D5.5
F31E8.4	cel:CELE_F31E8.4
F31E8.5	cel:CELE_F31E8.5
F32A5.3	-
F32A5.4	cel:CELE_F32A5.4
F32A5.8	cel:CELE_F32A5.8
hpo-18	cel:CELE_F32D1.2
F32D1.5	-
clec-180	cel:CELE_F32E10.3
cec-5	cel:CELE_F32E10.6
vpr-1	cel:CELE_F33D11.11
F35B3.4	cel:CELE_F35B3.4
sek-4	cel:CELE_F35C8.2
clec-136	cel:CELE_F35D11.7
clec-137	cel:CELE_F35D11.8
ttr-20	cel:CELE_F36A4.8
trpp-4	cel:CELE_F36D4.2
clec-207	cel:CELE_F36F12.5
clec-208	cel:CELE_F36F12.6
F36F12.7	cel:CELE_F36F12.7
F36H12.3	cel:CELE_F36H12.3
F36H12.4	cel:CELE_F36H12.4
F36H12.5	cel:CELE_F36H12.5
F36H12.17	cel:CELE_F36H12.17
F37A4.1	cel:CELE_F37A4.1
F37A4.4	cel:CELE_F37A4.4
folt-2	cel:CELE_F37B4.7
F37C4.5	cel:CELE_F37C4.5
epg-4	cel:CELE_F37C12.2
acs-4	cel:CELE_F37C12.7
F37F2.2	cel:CELE_F37F2.2
odr-8	cel:CELE_F38A5.1
F38A5.2	cel:CELE_F38A5.2
F38B6.4	cel:CELE_F38B6.4
mpdu-1	cel:CELE_F38E1.9
F38E9.1	cel:CELE_F38E9.1
twf-2	cel:CELE_F38E9.5
nep-13	cel:CELE_F39E9.4
F39G3.5	cel:CELE_F39G3.5
F40A3.3	cel:CELE_F40A3.3
irg-7	cel:CELE_F40F4.6
F40G9.7	cel:CELE_F40G9.7
eas-1	cel:CELE_F41C3.4
F41C3.5	-
F41D9.2	cel:CELE_F41D9.2
vps-60	cel:CELE_F41E6.9
elks-1	cel:CELE_F42A6.9
F42A9.3	cel:CELE_F42A9.3
abcf-3	cel:CELE_F42A10.1
F42A10.5	cel:CELE_F42A10.5
ifo-1	cel:CELE_F42C5.10
F42G8.10	cel:CELE_F42G8.10
ppm-1.G	cel:CELE_F42G9.1
tag-343	cel:CELE_F43B10.2
F43C11.2	cel:CELE_F43C11.2
msra-1	cel:CELE_F43E2.5
mtch-1	cel:CELE_F43E2.7
F43E2.11	cel:CELE_F43E2.11
sptl-2	cel:CELE_F43H9.2
nhr-184	cel:CELE_F44C8.9
F44E7.4	cel:CELE_F44E7.4
F44E7.5	cel:CELE_F44E7.5
F44E7.9	cel:CELE_F44E7.9
sdpn-1	cel:CELE_F45E1.7
acs-1	cel:CELE_F46E10.1
mdh-1	cel:CELE_F46E10.10
F46F5.11	cel:CELE_F46F5.11
F46H5.3	cel:CELE_F46H5.3
F46H5.7	cel:CELE_F46H5.7
F47B7.2	cel:CELE_F47B7.2
clec-79	cel:CELE_F47C12.4
uggt-1	cel:CELE_F48E3.3
F48E3.4	cel:CELE_F48E3.4
F48E8.3	cel:CELE_F48E8.3
tag-296	cel:CELE_F49D11.9
F49F1.9	cel:CELE_F49F1.9
txdc-12.2	cel:CELE_F49H12.5
aagr-4	cel:CELE_F52D1.1
F52E1.2	cel:CELE_F52E1.2
lmd-3	cel:CELE_F52E1.13
pccb-1	cel:CELE_F52E4.1
F52E4.5	cel:CELE_F52E4.5
sec-3	cel:CELE_F52E4.7
oac-31	cel:CELE_F52F10.3
F52H2.6	-
F53B3.5	cel:CELE_F53B3.5
plpp-1.1	cel:CELE_F53C3.13
F53G12.8	cel:CELE_F53G12.8
cct-3	cel:CELE_F54A3.3
F54A3.5	cel:CELE_F54A3.5
pmt-2	cel:CELE_F54D11.1
F54E2.1	cel:CELE_F54E2.1
F54H12.3	-
spt-16	cel:CELE_F55A3.3
sec-22	cel:CELE_F55A4.1
aman-1	cel:CELE_F55D10.1
drd-5	cel:CELE_F55E10.6
wdr-12	cel:CELE_F55F8.5
F55F8.7	cel:CELE_F55F8.7
zipt-2.4	cel:CELE_F55F8.9
rod-1	cel:CELE_F55G1.4
F55G1.9	-
egas-4	cel:CELE_F55G1.13
F56B3.11	cel:CELE_F56B3.11
F56C9.7	-
F56C9.8	cel:CELE_F56C9.8
ucr-1	cel:CELE_F56D2.1
F56D2.8	cel:CELE_F56D2.8
clec-67	cel:CELE_F56D6.2
F56F10.1	cel:CELE_F56F10.1
F56F11.4	cel:CELE_F56F11.4
ipgm-1	cel:CELE_F57B10.3
F57B10.5	-
ucr-11	cel:CELE_F57B10.14
pdxk-1	cel:CELE_F57C9.1
F57F4.4	cel:CELE_F57F4.4
F58A6.5	cel:CELE_F58A6.5
F58F9.3	cel:CELE_F58F9.3
F58F12.1	cel:CELE_F58F12.1
faah-3	cel:CELE_F58H7.2
cpd-1	cel:CELE_F59A3.1
cysl-4	cel:CELE_F59A7.9
F59B1.2	cel:CELE_F59B1.2
F59C12.3	cel:CELE_F59C12.3
H02F09.3	cel:CELE_H02F09.3
ubxn-6	cel:CELE_H06H21.6
tat-2	cel:CELE_H06H21.10
H14E04.2	cel:CELE_H14E04.2
ttr-47	cel:CELE_H14N18.3
fgt-1	cel:CELE_H17B01.1
emc-1	cel:CELE_H17B01.4
H20E11.1	cel:CELE_H20E11.1
H20J04.6	cel:CELE_H20J04.6
bgal-2	cel:CELE_H22K11.2
ugt-13	cel:CELE_H23N18.1
H23N18.5	cel:CELE_H23N18.5
H24K24.3	-
trm-2A	cel:CELE_H24K24.4
rpb-5	cel:CELE_H27M09.2
H34C03.2	cel:CELE_H34C03.2
H34I24.1	cel:CELE_H34I24.1
H34I24.2	cel:CELE_H34I24.2
H41C03.3	cel:CELE_H41C03.3
H43E16.1	cel:CELE_H43E16.1
algn-5	cel:CELE_H43I07.3
kcc-3	cel:CELE_K02A2.3
K02D7.1	-
snap-29	cel:CELE_K02D10.5
K02E7.1	cel:CELE_K02E7.1
ahcy-1	cel:CELE_K02F2.2
teg-4	cel:CELE_K02F2.3
K02F3.2	cel:CELE_K02F3.2
K02F3.9	cel:CELE_K02F3.9
K02F6.3	cel:CELE_K02F6.3
lron-7	cel:CELE_K03A1.2
K03H6.2	-
K04A8.1	cel:CELE_K04A8.1
K04C2.2	cel:CELE_K04C2.2
nuo-4	cel:CELE_K04G7.4
K06A5.2	cel:CELE_K06A5.2
acdh-3	cel:CELE_K06A5.6
K06A9.1	cel:CELE_K06A9.1
K06H7.8	cel:CELE_K06H7.8
acl-14	cel:CELE_K07B1.5
cyp-35A5	cel:CELE_K07C6.5
cri-2	cel:CELE_K07C11.5
K07C11.7	cel:CELE_K07C11.7
K07E3.4	cel:CELE_K07E3.4
sdz-24	cel:CELE_K07E8.3
K07H8.2	cel:CELE_K07H8.2
K07H8.10	-
ugt-19	cel:CELE_K08B4.3
K08B12.1	cel:CELE_K08B12.1
scrm-5	cel:CELE_K08D10.8
K08D12.3	cel:CELE_K08D12.3
cif-1	cel:CELE_K08F11.3
K09C4.5	cel:CELE_K09C4.5
K09C6.9	cel:CELE_K09C6.9
cyp-35A3	cel:CELE_K09D9.2
K09E2.3	cel:CELE_K09E2.3
K09F6.3	cel:CELE_K09F6.3
ctsa-1	-
clec-88	cel:CELE_K10B2.3
K10C2.1	-
asp-14	cel:CELE_K10C2.3
fah-1	cel:CELE_K10C2.4
rnst-2	cel:CELE_K10C9.3
swt-7	cel:CELE_K11D12.5
K11D12.6	cel:CELE_K11D12.6
K11D12.7	cel:CELE_K11D12.7
K11G9.5	cel:CELE_K11G9.5
slc-25A10	cel:CELE_K11G12.5
K11H12.4	cel:CELE_K11H12.4
K11H12.6	cel:CELE_K11H12.6
K11H12.7	cel:CELE_K11H12.7
K12B6.4	cel:CELE_K12B6.4
K12C11.1	cel:CELE_K12C11.1
spcs-3	cel:CELE_K12H4.4
K12H4.5	cel:CELE_K12H4.5
K12H4.7	cel:CELE_K12H4.7
K12H6.4	cel:CELE_K12H6.4
K12H6.8	cel:CELE_K12H6.8
K12H6.9	cel:CELE_K12H6.9
ostd-1	cel:CELE_M01A10.3
pqn-52	cel:CELE_M01E11.4
M01G5.3	-
zig-12	cel:CELE_M02D8.1
asns-2	cel:CELE_M02D8.4
M02D8.5	cel:CELE_M02D8.5
clec-265	cel:CELE_M02F4.7
M03A1.3	cel:CELE_M03A1.3
ipla-1	cel:CELE_M03A1.6
calu-1	cel:CELE_M03F4.7
M03F8.3	-
M4.1	cel:CELE_M4.1
M04F3.4	cel:CELE_M04F3.4
M57.2	cel:CELE_M57.2
endu-2	cel:CELE_M60.2
M60.4	cel:CELE_M60.4
M70.1	cel:CELE_M70.1
M70.3	cel:CELE_M70.3
mtss-1	cel:CELE_PAR2.1
egg-2	cel:CELE_R01H2.3
ger-1	cel:CELE_R01H2.5
nhr-204	cel:CELE_R02C2.4
aass-1	cel:CELE_R02D3.1
fnta-1	cel:CELE_R02D3.5
mop-25.1	cel:CELE_R02E12.2
R03H10.4	cel:CELE_R03H10.4
nrde-3	cel:CELE_R04A9.2
mca-2	cel:CELE_R05C11.3
R05F9.6	cel:CELE_R05F9.6
sgt-1	cel:CELE_R05F9.10
aagr-2	cel:CELE_R05F9.12
R05G6.1	cel:CELE_R05G6.1
vdac-1	cel:CELE_R05G6.7
R05G6.9	cel:CELE_R05G6.9
clec-150	cel:CELE_R06B10.3
pgam-5	cel:CELE_R07G3.5
chat-1	cel:CELE_R08C7.2
htz-1	cel:CELE_R08C7.3
R08E3.1	cel:CELE_R08E3.1
cysl-3	cel:CELE_R08E5.2
R08E5.3	cel:CELE_R08E5.3
R08F11.1	cel:CELE_R08F11.1
cyp-33C8	cel:CELE_R08F11.3
R09A1.3	cel:CELE_R09A1.3
sti-1	cel:CELE_R09E12.3
R09F10.1	cel:CELE_R09F10.1
gldc-1	cel:CELE_R12C12.1
R12C12.5	cel:CELE_R12C12.5
R12C12.9	cel:CELE_R12C12.9
R12E2.13	cel:CELE_R12E2.13
ttr-32	cel:CELE_R13A5.3
ttr-8	cel:CELE_R13A5.6
R13A5.10	cel:CELE_R13A5.10
clec-158	cel:CELE_R13F6.8
cra-1	cel:CELE_R13F6.10
rmd-6	cel:CELE_R13H9.1
R52.6	cel:CELE_R52.6
gcp-2.1	cel:CELE_R57.1
R105.1	cel:CELE_R105.1
R144.6	cel:CELE_R144.6
R148.3	cel:CELE_R148.3
R148.5	cel:CELE_R148.5
R151.2	cel:CELE_R151.2
R151.6	-
hsp-75	cel:CELE_R151.7
pfd-5	cel:CELE_R151.9
mboa-6	cel:CELE_R155.1
moa-1	cel:CELE_R155.2
R193.2	cel:CELE_R193.2
aak-2	cel:CELE_T01C8.1
got-1.2	cel:CELE_T01C8.5
T02B11.3	cel:CELE_T02B11.3
T02B11.4	cel:CELE_T02B11.4
T02C5.1	cel:CELE_T02C5.1
igcm-3	cel:CELE_T02C5.3
T02G5.7	cel:CELE_T02G5.7
mct-5	cel:CELE_T02G5.12
T02H6.11	cel:CELE_T02H6.11
ugt-53	cel:CELE_T03D3.1
pgk-1	cel:CELE_T03F1.3
guk-1	cel:CELE_T03F1.8
T03G6.3	cel:CELE_T03G6.3
T03G11.3	cel:CELE_T03G11.3
T04B8.5	cel:CELE_T04B8.5
trap-2	cel:CELE_T04G9.5
T04G9.7	cel:CELE_T04G9.7
nep-2	cel:CELE_T05A8.4
T05A12.3	cel:CELE_T05A12.3
clic-1	cel:CELE_T05B11.3
T05C3.2	cel:CELE_T05C3.2
T05C3.6	cel:CELE_T05C3.6
let-355	cel:CELE_T05E8.3
hpo-19	cel:CELE_T05H4.5
erfa-1	cel:CELE_T05H4.6
T06A1.5	cel:CELE_T06A1.5
nog-1	cel:CELE_T07A9.9
ttr-59	cel:CELE_T08A9.11
T08B1.1	cel:CELE_T08B1.1
ech-1.2	cel:CELE_T08B2.7
T08B6.4	cel:CELE_T08B6.4
acdh-10	cel:CELE_T08G2.3
T08H10.1	-
T08H10.3	cel:CELE_T08H10.3
T09B4.8	cel:CELE_T09B4.8
cct-7	cel:CELE_T10B5.5
T10E9.4	cel:CELE_T10E9.4
nuo-2	cel:CELE_T10E9.7
prp-19	cel:CELE_T10F2.4
T12A2.1	-
stt-3	cel:CELE_T12A2.2
T12B3.3	cel:CELE_T12B3.3
pho-14	cel:CELE_T13B5.3
T13C2.6	cel:CELE_T13C2.6
T14B4.3	cel:CELE_T14B4.3
vha-15	cel:CELE_T14F9.1
hex-1	cel:CELE_T14F9.3
T15B7.1	cel:CELE_T15B7.1
hpo-8	cel:CELE_T15B7.2
T15B7.15	cel:CELE_T15B7.15
nmt-1	cel:CELE_T17E9.2
pamn-1	cel:CELE_T19B4.1
T19B4.3	cel:CELE_T19B4.3
best-17	cel:CELE_T19C3.1
T19C3.4	cel:CELE_T19C3.4
T19C3.5	cel:CELE_T19C3.5
T19D12.1	cel:CELE_T19D12.1
T19D12.4	cel:CELE_T19D12.4
T19H12.3	cel:CELE_T19H12.3
T20B12.7	cel:CELE_T20B12.7
T21H3.1	cel:CELE_T21H3.1
ogdh-1	cel:CELE_T22B11.5
T22D1.3	cel:CELE_T22D1.3
ribo-1	cel:CELE_T22D1.4
lron-8	cel:CELE_T22E7.1
pygl-1	cel:CELE_T22F3.3
T23B3.2	cel:CELE_T23B3.2
T23B3.5	cel:CELE_T23B3.5
dlhd-1	cel:CELE_T23F4.3
ucr-2.3	cel:CELE_T24C4.1
T24H7.2	cel:CELE_T24H7.2
nep-22	cel:CELE_T25B6.2
acdh-7	cel:CELE_T25G12.5
T26A8.3	cel:CELE_T26A8.3
T26C12.1	cel:CELE_T26C12.1
slc-36.2	cel:CELE_T27A1.5
usp-5	cel:CELE_T27A3.2
cgr-1	cel:CELE_T27A10.7
vps-24	cel:CELE_T27F7.1
eif-1	cel:CELE_T27F7.3
ttr-6	cel:CELE_T28B4.3
plpp-1.2	cel:CELE_T28D9.3
T28F2.1	cel:CELE_T28F2.1
W01A11.1	cel:CELE_W01A11.1
nol-58	cel:CELE_W01B11.3
cytb-5.2	cel:CELE_W02D3.1
clec-219	cel:CELE_W02D7.10
dlst-1	cel:CELE_W02F12.5
W03D8.2	cel:CELE_W03D8.2
W03D8.3	cel:CELE_W03D8.3
W03D8.9	cel:CELE_W03D8.9
W03F8.4	cel:CELE_W03F8.4
ule-1	cel:CELE_W03F11.1
W03F11.4	cel:CELE_W03F11.4
cil-7	cel:CELE_W03G9.7
W04B5.3	cel:CELE_W04B5.3
W05F2.3	cel:CELE_W05F2.3
pck-1	cel:CELE_W05G11.6
W05H9.1	cel:CELE_W05H9.1
W06B4.2	cel:CELE_W06B4.2
dct-11	cel:CELE_W06B11.3
nol-2	-
W07E6.2	cel:CELE_W07E6.2
unc-132	cel:CELE_W08A12.1
pals-33	cel:CELE_W08A12.4
W08E12.7	cel:CELE_W08E12.7
W08F4.3	cel:CELE_W08F4.3
cdc-37	cel:CELE_W08F4.8
gsp-3	cel:CELE_W09C3.6
clec-125	cel:CELE_W09G10.6
W09G12.9	cel:CELE_W09G12.9
W10C8.5	cel:CELE_W10C8.5
clec-133	cel:CELE_W10G11.12
Y4C6A.4	cel:CELE_Y4C6A.4
gba-4	cel:CELE_Y4C6B.6
arx-4	cel:CELE_Y6D11A.2
Y8A9A.2	cel:CELE_Y8A9A.2
Y18H1A.8	cel:CELE_Y18H1A.8
Y18H1A.9	cel:CELE_Y18H1A.9
cht-4	cel:CELE_Y22D7AL.14
Y22D7AL.15	cel:CELE_Y22D7AL.15
fbxa-74	cel:CELE_Y22D7AR.9
pid-3	cel:CELE_Y23H5A.3
Y23H5B.5	cel:CELE_Y23H5B.5
tald-1	cel:CELE_Y24D9A.8
clec-123	cel:CELE_Y25C1A.1
copb-1	cel:CELE_Y25C1A.5
Y25C1A.7	cel:CELE_Y25C1A.7
Y25C1A.13	cel:CELE_Y25C1A.13
zig-11	cel:CELE_Y32G9A.8
Y34B4A.6	-
rga-8	cel:CELE_Y34B4A.8
Y34B4A.9	-
glrx-10	cel:CELE_Y34D9A.6
vps-4	cel:CELE_Y34D9A.10
Y34F4.5	cel:CELE_Y34F4.5
Y37E3.8	cel:CELE_Y37E3.8
eif-2alpha	cel:CELE_Y37E3.10
Y37E3.17	cel:CELE_Y37E3.17
Y37E11AL.2	cel:CELE_Y37E11AL.2
smgl-2	cel:CELE_Y37E11AM.1
Y37E11AM.3	cel:CELE_Y37E11AM.3
best-20	cel:CELE_Y37E11AR.1
nape-2	cel:CELE_Y37E11AR.3
Y38C1AA.7	cel:CELE_Y38C1AA.7
trap-3	cel:CELE_Y38F2AR.2
Y38F2AR.9	-
Y38F2AR.12	cel:CELE_Y38F2AR.12
Y39A3CL.4	cel:CELE_Y39A3CL.4
rfip-2	cel:CELE_Y39F10B.1
zwl-1	cel:CELE_Y39G10AR.2
eif-2gamma	cel:CELE_Y39G10AR.8
Y39G10AR.9	cel:CELE_Y39G10AR.9
lbp-9	cel:CELE_Y40B10A.1
comt-3	cel:CELE_Y40B10A.2
ctsa-2	cel:CELE_K10C2.1
Y41D4A.4	cel:CELE_Y41D4A.4
Y41D4B.6	cel:CELE_Y41D4B.6
Y41D4B.15	cel:CELE_Y41D4B.15
hpo-6	cel:CELE_Y41D4B.16
Y41D4B.17	cel:CELE_Y41D4B.17
Y41D4B.26	-
mvk-1	cel:CELE_Y42G9A.4
laat-1	cel:CELE_Y43H11AL.2
cdap-2	cel:CELE_Y44E3A.4
nuo-5	cel:CELE_Y45G12B.1
Y45G12B.2	cel:CELE_Y45G12B.2
clec-73	cel:CELE_Y46C8AL.1
clec-72	cel:CELE_Y46C8AL.5
clec-76	cel:CELE_Y46C8AR.1
Y46D2A.2	cel:CELE_Y46D2A.2
Y46D2A.3	cel:CELE_Y46D2A.3
Y47D9A.1	cel:CELE_Y47D9A.1
Y47G6A.3	cel:CELE_Y47G6A.3
Y47G6A.7	cel:CELE_Y47G6A.7
Y47G6A.18	cel:CELE_Y47G6A.18
Y47G6A.21	cel:CELE_Y47G6A.21
Y47G6A.22	cel:CELE_Y47G6A.22
herc-1	cel:CELE_Y48G8AL.1
Y48G8AL.5	-
Y48G8AL.13	cel:CELE_Y48G8AL.13
Y48G8AR.2	cel:CELE_Y48G8AR.2
gcn-1	cel:CELE_Y48G9A.3
Y50D4B.4	cel:CELE_Y50D4B.4
hpo-29	cel:CELE_Y50D7A.4
Y53G8AL.2	-
ral-1	cel:CELE_Y53G8AR.3
Y54E10A.10	cel:CELE_Y54E10A.10
nduf-5	cel:CELE_Y54E10BL.5
sec-11	cel:CELE_Y54E10BR.5
Y54F10AL.1	cel:CELE_Y54F10AL.1
Y54F10AM.5	cel:CELE_Y54F10AM.5
Y54F10AM.8	cel:CELE_Y54F10AM.8
Y54F10AR.1	cel:CELE_Y54F10AR.1
iffb-1	cel:CELE_Y54F10BM.2
atln-1	cel:CELE_Y54G2A.2
samt-1	cel:CELE_Y54G2A.4
dml-1	cel:CELE_Y54G2A.5
clec-83	cel:CELE_Y54G2A.14
Y54G2A.15	cel:CELE_Y54G2A.15
nprt-1	cel:CELE_Y54G2A.17
Y54G2A.18	cel:CELE_Y54G2A.18
Y54G2A.32	cel:CELE_Y54G2A.32
clec-84	cel:CELE_Y54G2A.33
Y54H5A.1	cel:CELE_Y54H5A.1
stim-1	cel:CELE_Y55B1BM.1
Y55F3AM.9	cel:CELE_Y55F3AM.9
Y55F3AM.13	cel:CELE_Y55F3AM.13
Y55F3AR.2	cel:CELE_Y55F3AR.2
cct-8	cel:CELE_Y55F3AR.3
vha-19	cel:CELE_Y55H10A.1
Y57E12AL.1	cel:CELE_Y57E12AL.1
Y57G7A.6	cel:CELE_Y57G7A.6
emc-2	cel:CELE_Y57G7A.10
Y58A7A.1	cel:CELE_Y58A7A.1
Y59E9AL.6	-
Y61A9LA.1	cel:CELE_Y61A9LA.1
Y61A9LA.10	cel:CELE_Y61A9LA.10
vps-20	cel:CELE_Y65B4A.3
Y65B4A.8	cel:CELE_Y65B4A.8
deps-1	cel:CELE_Y65B4BL.2
acs-13	cel:CELE_Y65B4BL.5
icd-2	cel:CELE_Y65B4BR.5
dpm-1	cel:CELE_Y66H1A.2
Y66H1A.4	cel:CELE_Y66H1A.4
fln-1	cel:CELE_Y66H1B.2
eel-1	cel:CELE_Y67D8C.5
vamp-7	cel:CELE_Y69A2AR.6
Y69A2AR.16	cel:CELE_Y69A2AR.16
Y69A2AR.18	cel:CELE_Y69A2AR.18
Y69A2AR.19	cel:CELE_Y69A2AR.19
Y69A2AR.22	cel:CELE_Y69A2AR.22
Y69A2AR.31	cel:CELE_Y69A2AR.31
Y71F9AL.9	cel:CELE_Y71F9AL.9
copa-1	cel:CELE_Y71F9AL.17
trap-1	cel:CELE_Y71F9AM.6
Y71F9B.1	cel:CELE_Y71F9B.1
yop-1	cel:CELE_Y71F9B.3
hrpu-2	cel:CELE_Y71G10AL.1
Y71G12B.3	cel:CELE_Y71G12B.3
Y71G12B.6	-
Y71G12B.10	cel:CELE_Y71G12B.10
Y71G12B.25	cel:CELE_Y71G12B.25
Y71H2AM.2	cel:CELE_Y71H2AM.2
cox-6B	cel:CELE_Y71H2AM.5
set-27	cel:CELE_Y71H2AM.8
Y71H2AM.11	cel:CELE_Y71H2AM.11
Y71H2AM.12	cel:CELE_Y71H2AM.12
Y71H2AM.13	-
Y71H2AR.1	-
gpa-17	cel:CELE_Y71H2B.7
pfk-1.1	cel:CELE_Y71H10A.1
Y71H10B.1	cel:CELE_Y71H10B.1
acp-6	cel:CELE_Y73B6BL.24
Y73B6BL.27	cel:CELE_Y73B6BL.27
Y73B6BL.31	cel:CELE_Y73B6BL.31
nlp-40	cel:CELE_Y74C9A.2
homt-1	cel:CELE_Y74C9A.3
Y74C10AL.2	cel:CELE_Y74C10AL.2
Y74C10AR.2	cel:CELE_Y74C10AR.2
hxk-3	cel:CELE_Y77E11A.1
Y82E9BR.3	cel:CELE_Y82E9BR.3
Y82E9BR.14	cel:CELE_Y82E9BR.14
Y82E9BR.16	cel:CELE_Y82E9BR.16
Y92H12A.2	cel:CELE_Y92H12A.2
Y92H12A.5	cel:CELE_Y92H12A.5
Y92H12BL.1	cel:CELE_Y92H12BL.1
Y92H12BR.3	cel:CELE_Y92H12BR.3
Y94H6A.8	cel:CELE_Y94H6A.8
Y94H6A.10	cel:CELE_Y94H6A.10
Y95B8A.4	cel:CELE_Y95B8A.4
abhd-12	cel:CELE_Y97E10AL.2
Y97E10AR.6	cel:CELE_Y97E10AR.6
lmtr-2	cel:CELE_Y97E10AR.7
wdr-4	cel:CELE_Y102E9.2
plst-1	cel:CELE_Y104H12BR.1
spl-3	cel:CELE_Y104H12D.3
Y110A2AL.6	cel:CELE_Y110A2AL.6
Y110A2AL.7	cel:CELE_Y110A2AL.7
trf-2	cel:CELE_Y110A7A.2
pfkb-1.1	cel:CELE_Y110A7A.6
elpc-1	cel:CELE_Y110A7A.16
zig-9	cel:CELE_Y119C1B.9
ttr-48	cel:CELE_ZC64.2
ZC123.1	cel:CELE_ZC123.1
syx-16	cel:CELE_ZC155.7
ZC204.12	cel:CELE_ZC204.12
ZC239.14	cel:CELE_ZC239.14
daf-41	cel:CELE_ZC395.10
ltah-1.2	cel:CELE_ZC416.6
lipl-5	cel:CELE_ZK6.7
dod-19	cel:CELE_ZK6.10
ZK6.11	cel:CELE_ZK6.11
acl-9	cel:CELE_ZK40.1
ZK105.1	cel:CELE_ZK105.1
npp-24	cel:CELE_ZK177.4
sar-1	cel:CELE_ZK180.4
ubxn-4	cel:CELE_ZK353.8
ZK354.2	cel:CELE_ZK354.2
ZK355.3	cel:CELE_ZK355.3
hipr-1	cel:CELE_ZK370.3
ugtp-1	cel:CELE_ZK370.7
tomm-70	cel:CELE_ZK370.8
msrp-2	cel:CELE_ZK484.5
